addr1,addr2,areacode,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode,lDongRegnCd,lDongSignguCd,lclsSystm1,lclsSystm2,lclsSystm3,area_name,relaAcdntRiskMtr,acmpyTypeCd,relaPosesFclty,relaFrnshPrdlst,etcAcmpyInfo,relaPurcPrdlst,acmpyPsblCpam,relaRntlPrdlst,acmpyNeedMtr,indoor_possible,outdoor_possible,homepage,opertime,data_source,province,gu_name,content_type_name
강원특별자치도 춘천시 남산면 남이섬길 1,,32,A05,A0502,A05020100,2558084,39,20180820202908,http://tong.visitkorea.or.kr/cms/resource/73/2919973_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/2919973_image3_1.jpg,Type3,127.5261035858,37.7901159965,6,20250728132252,13,,섬향기,24464,51,110,FD,FD01,FD010100,강원,,일부구역 동반가능,"- 실내공간: 고목(레스토랑&amp;까페) - 야외테라스: 스윙까페&amp;베이커리, 북까페, 소나타까페, 숲속까페, 딴지펌, 섬향기, 한식당 남문, 고목, 호텔정관루 아일래나라운지 - 호텔정관루: 콘도별장(아네모네 후리지아), 투투별장(청설모, 타조)/단, 숙박은 10kg 미만의 반려견에 한함 - 반려견 놀이터: 투개더파크/ 단, 이용은 10kg 미만의 반려견에 한함 - 반려견 용품 판매처: 나미스토어, 고목, 스윙까페, 북까페 등 매장",,"PETIQUETTE반려견 동반 이용수칙 (동의사항)고객의 안전과 올바른 반려견 문화 정착을 위하여 아래와 같이 이용수칙(반려견주 동의사항)을 안내하여 드립니다.1. 리드 줄(목줄)을 착용한 15kg 미만의 반려견에 한하여 입장이 가능합니다.단, 법적 기준 맹견으로 지정된 견종(동물보호법 시행규칙 제1조의2)은 다른 고객의 안전을 위하여 출입이 제한됩니다.① 도사견과 그 잡종의 개 ② 아메리칸 핏불테리어와 그 잡종의개 ③아메리칸 스태퍼드셔 테리어와 그잡종의개 ④ 스태퍼드셔 불 테리어와그 잡종의 개 ⑤ 로트와일러와 그 잡종의개 반려견 외 다양한 반려동물은 고객의 안전 및 야생동물 보호를 위하여 입장이 제한될 수 있으니 직원에게 별도로 문의하여 주시기 바랍니다.2. 장애인복지법 제40조③에 의거하여 시각장애인 안내견의 경우 보조견 표지를 부착하여야 하며, 이때 보조견은 무게의 제한 없이 입장이 가능합니다.3. 반려견은 반드시 리드 줄을 착용(케이지 또는 유모차 이용 포함)하여야 하며,다른 고객의 안전과 반려견의 사고 예방을 위하여 리드 줄의 길이는 1.5m이내로 유지하여 주시기 바랍니다.단, 투개더파크 내에서는 리드 줄을 착용하지 않아도 무방합니다.4. 남이섬은 청설모, 다람쥐, 공작, 토끼 등 다양한 야생동물이 서식함에 따라 반려견이 야생동물 또는다른 반려견으로 인해 놀라거나 자극되지 않도록 보호자의 주의가 필요합니다.또한 어린이, 임산부, 노약자 등 배려가 필요한 다른 고객에게 위협을 주거나 불쾌한 행동을 하지 않도록 지켜봐 주시기 바랍니다.5. 선박 이용 시 리드 줄을 착용한 반려견은 반드시 보호자가 품에 안고 승하선하여 주시기 바라며,선박의 실외공간 또는 실내공간의 가장자리를 이용해 주시기 바랍니다.'짚와이어'의 경우 반려견 및 반려동물 동반 탑승이 제한되므로 보호자와 함께 선박을 이용하여 주시기 바랍니다.6. 공격적인 성향의 반려견은 안전을 위해 입마개를 착용해 주시기 바랍니다. 아울러 10kg 이상 반려견의 경우 가까운 거리에 타 고객이나 야생동물이 있을 경우 입마개를 착용해 주시기 바랍니다.7. 영역표시(마킹)가 심한 반려견은 매너밸트를 착용해 주시고, 배변 봉투를 지참하여 반려견의 배설물은 보호자가 즉시 처리하는 펫티켓을 지켜주시기 바랍니다.8. 자전거는 반려견과 동반 이용이 어려우나 스토리투어버스, 나눔열차는 반려견을 케이지에 넣을 시 동반 탑승이 가능합니다.9. 남이섬은 소량의 유박비료를 땅에 묻어 수목을 관리하고 있으니 반려견이 먹지 않도록 주의해 주시기 바랍니다. 반려견이 이를 섭취하여 문제가 발생될 경우 책임을 지지 않습니다.",,,,목줄 착용,,,,,TourAPI,강원,춘천시,음식점
강원특별자치도 화천군 화천읍 평화로 3481-18,,32,A02,A0202,A02020700,129417,12,20070112090000,http://tong.visitkorea.or.kr/cms/resource/49/2922249_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2922249_image3_1.jpg,Type3,127.8520835527,38.2102342459,6,20250805141846,17,,세계 평화의종 공원,24110,51,800,VE,VE03,VE030500,강원,,일부구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,"입마개 착용,목줄 착용,기타",,,,,TourAPI,강원,화천군,관광지
강원특별자치도 강릉시 창해로 307,,32,B02,B0201,B02010100,2603352,32,20190525021824,http://tong.visitkorea.or.kr/cms/resource/54/2603354_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/54/2603354_image3_1.jpg,Type3,128.9186301059,37.7940780970,6,20251105153709,1,,세인트존스 호텔,25467,51,150,AC,AC01,AC010100,강원,이용방법 및 규칙 비치,일부구역 동반가능,"수영장, 산책로, 드라이룸, 도그파크 / 수영장 카바나&자쿠지 이용 가능(메인수조 입장 불가)",,"- 수영장 입장은가능하나 이동장필수, 입수는 안됨
- 부대업장이용시에도 이동장 필수
- 심한 짖음과 공격성을 보이면 퇴실될 수 있음",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,강원,강릉시,숙박
강원특별자치도 강릉시 창해로 307 세인트존스호텔,,32,B02,B0201,B02010100,2913922,32,20221111170219,http://tong.visitkorea.or.kr/cms/resource/58/2922358_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2922358_image3_1.jpg,Type3,128.9215243801,37.7911618243,6,20240920101503,1,,세인트존스호텔 파인 인피니티풀,25467,51,150,AC,AC01,AC010100,강원,이용방법 및 규칙 비치,일부구역 동반가능,"수영장, 산책로, 드라이룸, 도그파크 / 수영장 카바나&자쿠지 이용 가능(메인수조 입장 불가)",식기 또는 물그릇,대형견(25kg이상)까지 가능,없음,,반려견 유모차(유료),목줄 착용,,,,,TourAPI,강원,강릉시,숙박
강원특별자치도 강릉시 주문진읍 해안로 1993,,32,A01,A0101,A01011200,2775500,12,20211118000226,http://tong.visitkorea.or.kr/cms/resource/23/2921823_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/23/2921823_image3_1.jpg,Type3,128.8272654209,37.9062383246,6,20251119145338,1,,소돌해수욕장,25404,51,150,NA,NA02,NA020900,강원,,일부구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,강원,강릉시,관광지
강원특별자치도 춘천시 신북읍 신샘밭로 1128,,32,A02,A0205,A02050600,127476,12,20030321090000,http://tong.visitkorea.or.kr/cms/resource/19/2742919_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/2742919_image3_1.jpg,Type3,127.8150725784,37.9487918001,6,20251105151810,13,,소양강댐,24208,51,110,VE,VE01,VE010700,강원,,일부구역 동반가능,,,"- 댐정상 산책시 전견종 제한없음 
- 유람선 승선의 경우 안고타거나 이동장(켄넬)사용 필수
- 중형견이상은 이동장 이용시에도 상황에 따라 동반 불가
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,"반려동물 유모차 탑승,이동장(켄넬)사용",,,,,TourAPI,강원,춘천시,관광지
강원특별자치도 춘천시 영서로 2675,(근화동),32,A02,A0205,A02050400,129416,12,20070112090000,http://tong.visitkorea.or.kr/cms/resource/79/3538379_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/3538379_image3_1.jpg,Type1,127.7242936044,37.8934354331,6,20250916175906,13,,소양강처녀상,24239,51,110,VE,VE01,VE010500,강원,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,강원,춘천시,관광지
강원특별자치도 강릉시 연곡면 진고개로 781-1,,32,A05,A0502,A05020100,3538157,39,20250916154711,,,,128.6382571632,37.8270188351,6,20250916154724,1,,송천휴게소식당,25400,51,150,FD,FD01,FD010100,강원,,일부구역 동반가능,,,,,,,,,,,,TourAPI,강원,강릉시,음식점
강원특별자치도 강릉시 사천면 해안로 722,,32,A01,A0101,A01011200,2775497,12,20211118000027,http://tong.visitkorea.or.kr/cms/resource/02/2921902_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/02/2921902_image3_1.jpg,Type3,128.8902985428,37.8193190673,6,20250728105734,1,,순포해변,25459,51,150,NA,NA02,NA020900,강원,,일부구역 동반가능,,,"- 해수욕장 개장 기간에는 동반이 제한될 수 있음
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,"입마개 착용,목줄 착용,기타",,,,,TourAPI,강원,강릉시,관광지
강원특별자치도 영월군 무릉도원면 무릉법흥로 852-15,,32,A03,A0302,A03021700,2757967,28,20211018190358,http://tong.visitkorea.or.kr/cms/resource/99/2758699_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/99/2758699_image3_1.JPG,Type3,128.2823596203,37.3354994293,6,20250902171751,8,,스카이 펜션&캠핑장,26201,51,750,AC,AC05,AC050100,강원,,일부구역 동반가능,"매점, 개수대, 화장실",,"반려견 동반 시 사전 문의 필수입니다. 예방접종이 완료 된 반려견만 입장 할 수 있습니다. 반려견 리드줄 착용 필수 입니다. 반려견 응급실 리스트 보유
* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,,,,,,,,TourAPI,강원,영월군,레포츠
강원특별자치도 춘천시 백령로75번길 38 (효자동),1층,32,B02,B0201,B02011600,3102069,32,20240217112658,,,,127.7350571602,37.8716465019,6,20240819160425,13,,스테이 물결,24339,51,110,AC,AC03,AC030200,강원,,,,,,,불가,,,,,,,TourAPI,강원,춘천시,숙박
강원특별자치도 영월군 무릉도원면 고일길 18-5,,32,A03,A0302,A03021700,2757975,28,20211018190636,http://tong.visitkorea.or.kr/cms/resource/13/3530713_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/3530713_image3_1.jpg,Type3,128.1949255033,37.3464048583,6,20250902192556,8,,슬로우캠프,26200,51,750,AC,AC05,AC050100,강원,,일부구역 동반가능,"갤러리카페, 7080 노래방, 야외바베큐장",,"반려견 동반 시 사전 문의 필수입니다. / 소형견만 동반 가능합니다. / 반려견은 객실 이용 불가, 캠핑장만 이용 가능합니다. / 자세한 사항은 캠핑장으로 문의 부탁드립니다.
*반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,소형견,,,,,,,TourAPI,강원,영월군,레포츠
강원특별자치도 홍천군 서면 한치골길 75-12,,32,B02,B0201,B02010700,139183,32,20070914090000,http://tong.visitkorea.or.kr/cms/resource/31/2920031_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/2920031_image3_1.jpg,Type3,127.6671927372,37.6276930258,6,20251107102703,16,,신영펜션,25103,51,720,AC,AC03,AC030100,강원,"10kg미만 동반 가능, 10kg이상은 사전 문의 필수",일부구역 동반가능,"애견 전용 수영장, 수상레저, 스키장, 바비큐장,  데크, 공용시설",,"반려견 동반 시 반드시 사전 연락 주시길 바랍니다. 1마리 당 1 만원 추가 요금 발생합니다. 10kg 미만 반려견만 입실 가능합니다. (10kg 이상 반려견은 문의주세요.)
*반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,,,,,,,,TourAPI,강원,홍천군,숙박
강원특별자치도 양양군 손양면 선사유적로 678,,32,B02,B0201,B02010100,590440,32,20080719013445,http://tong.visitkorea.or.kr/cms/resource/71/2746771_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/71/2746771_image3_1.jpg,Type3,128.6656244202,38.0870503017,6,20251114103806,7,,쏠비치 양양,25042,51,830,AC,AC01,AC010100,강원,반려견보호자 서약서 서명,일부구역 동반가능,,,"- 2년 이내 광견접종확인서 필수
- 중대형견은 1.2m 고정형 개인 목줄 지참 필수
- 객실마다 반려견 동반 기준 상이하므로 개별 문의 필요",,2년 이내 광견접종한 모든 견종 동반 가능,,"목줄 착용,반려동물 유모차 탑승,이동장(켄넬)사용",,,,,TourAPI,강원,양양군,숙박
강원특별자치도 속초시 청호로 122-1,,32,A02,A0203,A02030100,251738,12,20031219090000,http://tong.visitkorea.or.kr/cms/resource/14/3577514_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/14/3577514_image3_1.jpg,Type1,128.5949161776,38.2007412589,6,20251216132032,5,,아바이마을,24884,51,210,VE,VE04,VE040200,강원,,전구역 동반가능,,,"- 갯배 이용 시, 난간 아래로 떨어질 수 있어 이동가방·유모차 이용해 탑승 권장
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,강원,속초시,관광지
강원특별자치도 정선군 여량면 아우라지길 69,,32,A01,A0101,A01011800,125777,12,20040203090000,http://tong.visitkorea.or.kr/cms/resource/39/2921539_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/39/2921539_image3_1.jpg,Type3,128.7239879300,37.4758305379,6,20251205145216,11,,아우라지,26106,51,770,NA,NA02,NA020100,강원,없음,일부구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,강원,정선군,관광지
강원특별자치도 강릉시 창해로 27 (견소동),,32,B02,B0201,B02010700,3537760,32,20250916130920,,,,128.9445533809,37.7744003243,6,20250916130939,1,,안목을높이다,25556,51,150,AC,AC03,AC030100,강원,,일부구역 동반가능,,,,,,,,,,,,TourAPI,강원,강릉시,숙박
강원특별자치도 강릉시 왕산면 안반데기길 428,,32,A02,A0203,A02030100,2714439,12,20210423194506,http://tong.visitkorea.or.kr/cms/resource/60/3537660_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/60/3537660_image3_1.jpg,Type1,128.7396598347,37.6225888951,6,20250916094655,1,,안반데기,25642,51,150,EX,EX03,EX030100,강원,,전구역 동반가능,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,강원,강릉시,관광지
강원특별자치도 양양군 현남면 광진리,78-20,32,A01,A0101,A01011200,2388953,12,20160621183057,http://tong.visitkorea.or.kr/cms/resource/79/2603579_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2603579_image3_1.jpg,Type3,128.7728272095,37.9533540227,6,20250717180213,7,,애견전용해수욕장 멍비치,25056,51,830,NA,NA02,NA020900,강원,,전구역 동반가능,강아지 샤워실,,"- 무게별로 입장 공간이 분리되어 있음 
- 바다 입수가 가능하나 목줄 착용 필수
- 공격적인 반려견은 일정 시간 혹은 퇴장 시까지 목줄, 입마개 착용이 요구될 수 있음",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,강원,양양군,관광지
강원특별자치도 강릉시 남부로17번길 8 (내곡동),"(내곡동) , 1층",32,A04,A0401,A04010600,3544731,38,20250926110236,,,,128.8823850316,37.7404169309,6,20251023143000,1,,야옹아멍멍해봐 강릉내곡점,25604,51,150,SH,SH05,SH050200,강원,,전구역 동반가능,,,,,,,,,,,,TourAPI,강원,강릉시,쇼핑
강원특별자치도 강릉시 창해로14번길 24 (견소동),,32,A05,A0502,A05020900,3534103,39,20250910090204,,,,128.9475503959,37.7723867269,6,20250910090219,1,,에이엠브레드앤커피,25556,51,150,FD,FD05,FD050100,강원,,전구역 동반가능,,,,,,,,,,,,TourAPI,강원,강릉시,음식점
강원특별자치도 횡성군 서원면 월송석화로 496,,32,B02,B0201,B02010700,3044623,32,20231118143241,,,,127.8358238594,37.4657121426,6,20240819163129,18,,엔제이 풀빌라펜션,25202,51,730,AC,AC03,AC030100,강원,,일부구역 동반가능,밥 그릇 배치,,"애견 패드, 밥그릇 구비",,10kg 이하 반려동물 가능,,"입마개 착용,목줄 착용,이동장(켄넬)사용,매너벨트 착용",,,,,TourAPI,강원,횡성군,숙박
강원특별자치도 영월군 무릉도원면 중방길 2-45,,32,A03,A0302,A03021700,2757998,28,20211018191853,http://tong.visitkorea.or.kr/cms/resource/61/2758761_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/61/2758761_image3_1.JPG,Type3,128.2688009715,37.2934068064,6,20250902172318,8,,여울소리,26201,51,750,AC,AC05,AC050100,강원,,일부구역 동반가능,"바비큐, 와이파이, 수영장, 카라반, 테라스, 야외 개수대","침대, TV, 에어컨, 식기일체, 전기밥솥, 전자레인지, 가스레인지/인덕션, 식탁, 수건, 치약, 샴푸, 바디워시, 헤어 드라이어 등","반려견 동반 숙박은 가능하나 수영장이나 부대 시설은 반려견이 이용할 수 없습니다. / 반려견 전용 침구류나 물품을 각자 준비하셔야 합니다. / 반려견 동반 가능 시설이지 반려견 전용 시설은 아닙니다. / 마리 수 제한은 없지만 3마리 이상은 예약 전 문의 주시기 바랍니다. / 리드줄 필수입니다.
*반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,,,목줄 착용,,,,,TourAPI,강원,영월군,레포츠
강원특별자치도 속초시 영금정로 43 (동명동),,32,A01,A0101,A01011100,125779,12,20031014090000,http://tong.visitkorea.or.kr/cms/resource/01/3576201_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/3576201_image3_1.jpg,Type1,128.6014624568,38.2119011984,6,20251128151044,5,,영금정,24811,51,210,NA,NA02,NA020800,강원,,전구역 동반가능,,,"- 반려견 동반 운영 정책은 사정에 따라 변동 될 수 있음
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,강원,속초시,관광지
강원특별자치도 영월군 주천면 평창강로 262-7,,32,A02,A0201,A02010600,128159,12,20040603090000,http://tong.visitkorea.or.kr/cms/resource/40/3532240_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/3532240_image3_1.jpg,Type1,128.3477936655,37.3002602828,6,20250905132432,8,,영월 섶다리 마을,26202,51,750,HS,HS01,HS010600,강원,,전구역 동반가능,,,"- 섶다리는 5월 철거, 10월~11월 재건되므로 방문 시기에 따라 체험 가능 여부 상이
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수",,전 견종 동반 가능,,목줄 착용,,,,,TourAPI,강원,영월군,관광지
강원특별자치도 영월군 무릉도원면 무릉법흥로 1208-56,,32,A03,A0302,A03021700,2734174,28,20210818001459,http://tong.visitkorea.or.kr/cms/resource/00/2920600_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2920600_image3_1.jpg,Type3,128.2772398511,37.3620684892,6,20250923104425,8,,영월캠프,26201,51,750,AC,AC05,AC050100,강원,,일부구역 동반가능,"화장실, 샤워실, 개수대, 숲속데크, 휘게하우스","안전게시물, 소화기, 비상용 방송 장비, 침대, 에어컨, 수건, 샴푸","반려견 동반 시 사전 문의 필수입니다. / 1인 당 최대 2마리 동반 가능입니다. / 캠핑장 내 산책은 하실 수 없습니다.
*반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,1인 당 최대 반려견 2마리 가능,,,,,,,TourAPI,강원,영월군,레포츠
강원특별자치도 영월군 무릉도원면 무릉법흥로 1208-7,,32,A03,A0302,A03021700,2762882,28,20211027001740,http://tong.visitkorea.or.kr/cms/resource/30/2763030_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/30/2763030_image3_1.JPG,Type3,128.2734179189,37.3639098706,6,20250903091949,8,,영월키즈캠핑장,26201,51,750,AC,AC05,AC050100,강원,,일부구역 동반가능,,,"4kg 미만 소형견만 동반 가능합니다. 캠핑장 내 산책 불가합니다.
*반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,소형견 (4kg 미만),,,,,,,TourAPI,강원,영월군,레포츠
강원특별자치도 영월군 한반도면 후탄로 826,,32,A03,A0302,A03021700,2792271,28,20211211023313,http://tong.visitkorea.or.kr/cms/resource/78/2793578_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/2793578_image2_1.jpg,Type3,128.3562731898,37.2153063435,6,20251023143000,8,,영월한반도캠핑장,26214,51,750,AC,AC05,AC050100,강원,,일부구역 동반가능,"주차장, 매점, 샤워실, 화장실",,"반려견 동반 시 사전 전화 문의 필수입니다. 반려견 인식표 및 리드 줄 필수입니다.
*반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다.",,,,"목줄 착용,기타",,,,,TourAPI,강원,영월군,레포츠
